question_number,course_id,option_letter,option_text,is_correct
1132,206,D,Both connections are from the same provider.,True
1133,206,A,The administrator must obtain temporary access to make critical changes.,False
1133,206,B,The administrator will need to request additional approval for critical changes.,True
1133,206,C,The administrator must sign a due diligence agreement.,False
1133,206,D,The administrator will be subject to unannounced audits.,False
1134,206,A,Perform a cost-benefit analysis.,False
1134,206,B,Document and inform the audit committee.,True
1134,206,C,Report the finding to external regulators.,False
1134,206,D,Notify senior management.,False
1135,206,A,"Developers introducing the changes will review the work, as they are most familiar with
them.",True
1135,206,B,"Peer developers from the same development team who are unfamiliar with the changes
will review them.",False
1135,206,C,"Developers from a separate development team in the organization will review the
submitted changes.",False
1135,206,D,"Reviewers outside the development group who do not have development roles will
review the changes.",False
1136,206,A,Insufficient physical security around the lo I devices for theft prevention,False
1136,206,B,Use of open-source software components within the loT devices,True
1136,206,C,Constraints in loT device firmware storage space for code upgrades,False
1136,206,D,loT devices that are not using wireless network connectivity,False
1137,206,A,Disks of the array cannot be hot-swapped for quick recovery.,False
1137,206,B,The array cannot offer protection against disk corruption.,False
1137,206,C,The array relies on proper maintenance.,False
1137,206,D,The array cannot recover from a natural disaster.,True
1138,206,A,Stress,True
1138,206,B,Parallel,False
1138,206,C,Regression,False
1138,206,D,Interface,False
1139,206,A,conform to industry standards.,False
1139,206,B,apply to all business units.,False
1139,206,C,provide actionable data.,True
1139,206,D,are easy to understand.,False
1140,206,A,There is no process documentation for some system interfaces.,False
1140,206,B,Notifications of data transfers through the interfaces are not retained.,False
1140,206,C,Parts of the data transfer process are performed manually.,False
1140,206,D,There is no reliable inventory of system interfaces.,True
1141,206,A,Fuzzing,False
1141,206,B,Usability test,False
1141,206,C,Fault grading,False
1141,206,D,Load test,True
1142,206,A,Reliable products are guaranteed.,False
1142,206,B,Repeatable software development procedures are established.,True
1142,206,C,Programmers' efficiency is improved.,False
1142,206,D,Security requirements are added to software development processes.,False
1143,206,A,Evaluating a third-party customer satisfaction survey,False
1143,206,B,Providing advice on an IT project management framework,False
1143,206,C,Designing security controls for a new cloud-based workforce management system,True
1143,206,D,Reviewing secure software development guidelines adopted by an organization,False
1144,206,A,Perimeter firewall,False
1144,206,B,Data loss prevention (DLP) system,False
1144,206,C,Network segmentation,True
1144,206,D,Web application firewall (WAF),False
1145,206,A,Business objectives,True
1145,206,B,Business impact analysis (BIA),False
1145,206,C,Enterprise architecture (EA),False
1145,206,D,Recent incident trends,False
1146,206,A,Testing documentation does not show manager approval.,False
1146,206,B,Testing documentation is dated three weeks before the system implementation date.,False
1146,206,C,"Testing documentation is approved prior to completion of user acceptance testing
(UAT).",True
1146,206,D,Testing documentation is kept in hard copy format.,False
1147,206,A,Project sponsor,True
1147,206,B,Project manager,False
1147,206,C,IT strategy committee,False
1147,206,D,Board of directors,False
1148,206,A,"Internal auditors share the audit plan and control test plans with management prior to
audit commencement.",False
1148,206,B,"Internal auditors design remediation plans to address control gaps identified by internal
audit.",True
1148,206,C,Internal auditors attend IT steering committee meetings.,False
1148,206,D,Internal auditors recommend appropriate controls for systems in development.,False
1149,206,A,A log of privileged account use is reviewed.,True
1149,206,B,A disaster recovery plan (DRP)4% in place for the entire system.,False
1149,206,C,User IDs are suspended after three incorrect passwords have been entered.,False
1149,206,D,Users are required to request additional access via an electronic mail system.,False
1150,206,A,Higher operating system license fees,False
1150,206,B,More applications affected by a server outage,True
1150,206,C,Simplified asset management,False
1150,206,D,Fewer application servers requiring vulnerability scans,False
1151,206,A,Conduct a mock conversion test.,True
1151,206,B,Review test procedures and scenarios.,False
1151,206,C,Automate the test scripts.,False
1151,206,D,Establish a configuration baseline.,False
1152,206,A,Conduct periodic onsite assessments using agreed-upon criteria.,True
1152,206,B,Conduct an unannounced vulnerability assessment of the vendor’s IT systems.,False
1152,206,C,Periodically review the service level agreement (SLA) with the vendor.,False
1152,206,D,Obtain evidence of the vendor's control self-assessment (CSA).,False
1153,206,A,risk of fire.,False
1153,206,B,backup tape failures.,False
1153,206,C,static electricity problems.,True
1153,206,D,employee discomfort.,False
1154,206,A,Decreased number of calls to the help desk,False
1154,206,B,Decreased time for incident resolution,True
1154,206,C,Increased number of incidents reviewed by IT management,False
1154,206,D,Increased number of reported critical incidents,False
1155,206,A,CAATs are easily developed,False
1155,206,B,Improved regression testing,True
1155,206,C,Ease of maintaining automated test scripts,False
1155,206,D,Reduces the scope of acceptance testing,False
1156,206,A,Maintaining detailed system documentation,False
1156,206,B,Managing and planning for IT investments,True
1156,206,C,Executing customized development and delivery of projects,False
1156,206,D,Enforcing the IT policy across the organization,False
1157,206,A,The previous year’s IT strategic goals were not achieved.,False
1157,206,B,Target architecture is defined at a technical level.,False
1157,206,C,Financial estimates of new initiatives are disclosed within the document.,False
1157,206,D,Strategic IT goals are derived solely from the latest market trends.,True
1158,206,A,Inability to quickly modify and deploy a solution,False
1158,206,B,Lack of portability for users,False
1158,206,C,Loss of time due to manual processes,False
1158,206,D,Calculation errors in spreadsheets,True
1159,206,A,assessing user satisfaction levels.,False
1159,206,B,interviewing the security administrator.,False
1159,206,C,analyzing equipment maintenance logs.,True
1159,206,D,reviewing system-generated logs.,False
1160,206,A,Programmers' subsequent reports,False
1160,206,B,Limited number of super users,False
1160,206,C,Operator logs,False
1160,206,D,Automated log of changes,True
1161,206,A,Evaluate developer training.,False
1161,206,B,Evaluate the incident management process.,False
1161,206,C,Evaluate the change management process.,True
1161,206,D,Evaluate secure code practices.,False
1162,206,A,assessed the contribution of IT to the business.,False
1162,206,B,acquired and assigned appropriate resources for projects.,True
1162,206,C,compared the risk and return of IT investments.,False
1162,206,D,reviewed the achievement of the strategic IT objective.,False
1163,206,A,prevent changes from being incorporated into existing code.,False
1163,206,B,prevent developers from accessing secure source code.,False
1163,206,C,provide secure versioning and backup capabilities for existing code.,True
1163,206,D,provide automatic incorporation and distribution of modified code.,False
1164,206,A,Risk classification,False
1164,206,B,Control self-assessment (CSA),False
1164,206,C,Risk identification,False
1164,206,D,Impact assessment,True
1165,206,A,Through the use of elliptical curve cryptography on transmitted messages,False
1165,206,B,Through the use of a certificate issued by a certificate authority (CA),True
1165,206,C,Through the use of private keys to decrypt data received by a user,False
1165,206,D,Through the use of enterprise key management systems,False
1166,206,A,Cross checking testing assumptions with the solution design,False
1166,206,B,Inspecting code to ensure proper documentation,False
1166,206,C,Ensuring compliance with development methodologies,False
1166,206,D,Correcting coding errors during the testing process,True
1167,206,A,Increased independence and impartiality of recommendations,False
1167,206,B,Better understanding of the business and processes,True
1167,206,C,Ability to negotiate recommendations with management,False
1167,206,D,Increased IS audit staff visibility and availability throughout the year,False
1168,206,A,Storage location of configuration management documentation,False
1168,206,B,Processes for making changes to cloud environment specifications,True
1168,206,C,Contracts of vendors responsible for maintaining provisioning tools,False
1168,206,D,Number of administrators with access to cloud management consoles,False
1169,206,A,Implementing the tool in monitor mode to avoid unnecessary blocking of communication,False
1169,206,B,Defining and configuring policies and tool rule sets to monitor sensitive data movement,True
1169,206,C,Testing the tool in a test environment before moving to the production environment,False
1169,206,D,"Assigning responsibilities for maintaining the tool to applicable data owners and
stakeholders",False
1170,206,A,De-scope business processes to be covered by CSAs from future audit plans.,False
1170,206,B,Design testing procedures for management to assess process controls effectively.,False
1170,206,C,Perform testing to validate the accuracy of management's self-assessment.,False
1170,206,D,Advise management on the self-assessment process.,True
1171,206,A,Multi-factor authentication (MFA),False
1171,206,B,Security awareness programs for employees,True
1171,206,C,Access history log review by the business manager,False
1171,206,D,File encryption along with password protection,False
1172,206,A,The process of developing the annual audit plan,False
1172,206,B,The authority given to the audit function,True
1172,206,C,Required training for audit staff,False
1172,206,D,Audit objectives and scope,False
1173,206,A,Console log,False
1173,206,B,Exception log,False
1173,206,C,System schedule,True
1173,206,D,Database schedule,False
1174,206,A,A backup has not been identified for key approvers.,False
1174,206,B,System capacity has not been tested.,False
1174,206,C,The procedures for generating key reports have not been approved.,True
1174,206,D,The financial management system is cloud based.,False
1175,206,A,Implement data loss prevention (DLP) controls.,False
1175,206,B,Perform classification based on standards.,True
1175,206,C,Deploy intrusion detection systems (IDS).,False
1175,206,D,Test logical access controls for effectiveness.,False
1176,206,A,Procedures are not updated to coincide with the production release schedule.,False
1176,206,B,Code is deployed to production without authorization.,True
1176,206,C,A newly added program may overwrite existing production files.,False
1176,206,D,An identified bug was not resolved.,False
1177,206,A,Packet filtering router,False
1177,206,B,Circuit gateway,False
1177,206,C,Application-level gateway,True
1177,206,D,Screening router.,False
1178,206,A,Applicable laws and regulations,True
1178,206,B,Business requirements and data flows,False
1178,206,C,Data ownership,False
1178,206,D,End-user access rights,False
1179,206,A,Types of data,False
1179,206,B,Log processing efficiency,False
1179,206,C,IT organizational structure,False
1179,206,D,Log retention period,True
1180,206,A,Acceptance testing results,False
1180,206,B,Results of live processing,False
1180,206,C,Implementation methodology,True
1180,206,D,Purchasing guidelines and policies,False
1181,206,A,Business management,False
1181,206,B,Internal auditor,False
1181,206,C,Risk management,False
1181,206,D,ITC manager,True
1182,206,A,Reviewing whether all changes have been implemented,False
1182,206,B,Validating whether baselines have been established,True
1182,206,C,"Confirming whether multi-factor authentication (MFA) is deployed as part of the
operational enhancements",False
1182,206,D,Determining whether there is a process for annual review of the maintenance manual,False
1183,206,A,Hash algorithms,False
1183,206,B,Digital signatures,False
1183,206,C,Public key infrastructure (PKI),True
1183,206,D,Kerberos,False
1184,206,A,Plan approval by the audit committee,False
1184,206,B,Impacts on future audit work,False
1184,206,C,Criticality of audit findings,True
1184,206,D,Potential cost savings,False
1185,206,A,Design and development,False
1185,206,B,Final acceptance testing,False
1185,206,C,Implementation of software,False
1185,206,D,Requirements definition,True
1186,206,A,A data dictionary of the transferred data,False
1186,206,B,A technical design document for the interface configuration,True
1186,206,C,The most recent audit report from the credit agency,False
1186,206,D,The approved business case for the API,False
1187,206,A,Low-priority jobs should be avoided.,False
1187,206,B,Low-priority jobs should include the major functions.,False
1187,206,C,Low-priority jobs should be provided with optimal resources.,False
1187,206,D,Low-priority jobs should be scheduled subject to resource availability.,True
1188,206,A,User acceptance testing (UAT),False
1188,206,B,Black-box testing,False
1188,206,C,Regression testing,True
1188,206,D,Stress testing,False
1189,206,A,The array cannot offer protection against disk corruption.,False
1189,206,B,The array cannot recover from a natural disaster.,True
1189,206,C,The array relies on proper maintenance.,False
1189,206,D,Disks of the array cannot be hot-swapped for quick recovery.,False
1190,206,A,Postponing the review until all of the findings have been rectified,False
1190,206,B,Limiting the review to the deficient areas,False
1190,206,C,Verifying that all recommendations have been implemented,False
1190,206,D,Following up on the status of all recommendations,True
1191,206,A,Disaster recovery plan (DRP) testing results,False
1191,206,B,Business impact analysis (BIA),True
1191,206,C,Corporate risk management policy,False
1191,206,D,Key performance indicators (KPIs),False
1192,206,A,Enhance the firewall at the network perimeter.,False
1192,206,B,Implement a file system scanner to discover data stored in the cloud.,False
1192,206,C,Employ a cloud access security broker (CASB).,True
1192,206,D,Utilize a DLP tool on desktops to monitor user activities.,False
1193,206,A,Audit recommendations,False
1193,206,B,Industry benchmarking,False
1193,206,C,Event response procedures,False
1193,206,D,Stakeholder requirements,True
1194,206,A,Release and patch management,True
1194,206,B,Licensing agreement and escrow,False
1194,206,C,Software asset management,False
1194,206,D,Version management,False
1195,206,A,updated before an independent audit review.,False
1195,206,B,tested after an intrusion attempt into the organization's hot site.,False
1195,206,C,tested whenever new applications are implemented.,False
1195,206,D,updated based on changes to personnel and environments.,True
1196,206,A,Remote wipe capabilities,False
1196,206,B,Disk encryption,True
1196,206,C,User awareness,False
1196,206,D,Password-protected files,False
1197,206,A,Accept the longer target date and document it in the audit system.,False
1197,206,B,Determine if an interim compensating control has been implemented.,True
1197,206,C,Escalate the overdue finding to the audit committee.,False
1197,206,D,Require that remediation is completed in the agreed timeframe.,False
1198,206,A,The project will involve the use of new technology.,False
1198,206,B,The project intends to apply an object-oriented design approach.,False
1198,206,C,The project requirements are well understood.,True
1198,206,D,The project is subject to time pressures.,False
1199,206,A,Return on investment (ROI) analysis,False
1199,206,B,Earned value analysis (EVA),True
1199,206,C,Financial value analysis,False
1199,206,D,Business impact analysis (BIA),False
1200,206,A,Requiring an independent third party be present while imaging,True
1200,206,B,Securing a backup copy of the hard drive,False
1200,206,C,Generating a content hash of the hard drive,False
1200,206,D,Choosing an industry-leading forensics software tool,False
1201,206,A,Benchmarking of internal standards against peer organizations,False
1201,206,B,Inventory of the organization's approved policy exceptions,False
1201,206,C,Policy recommendations from a leading external consulting agency,False
1201,206,D,Mapping of relevant standards against the organization's controls,True
1202,206,A,Disable operational logging to enhance the processing speed and save storage.,True
1202,206,B,Adopt a service delivery model based on insights from peer organizations.,False
1202,206,C,Delegate business decisions to the chief risk officer (CRO).,False
1202,206,D,Eliminate certain reports and key performance indicators (KPIs),False
1203,206,A,Performing independent reviews of responsible parties engaged in the project,True
1203,206,B,Shortlisting vendors to perform renovations,False
1203,206,C,Ensuring the project progresses as scheduled and milestones are achieved,False
1203,206,D,Implementing data center operational controls,False
1204,206,A,A reduction in the number of reported information security incidents,False
1204,206,B,A reduction in the success rate of social engineering attacks,True
1204,206,C,A reduction in the cost of maintaining the information security program,False
1204,206,D,A reduction in the number of information security attacks,False
1205,206,A,Interactive application security testing (IAST),False
1205,206,B,Runtime application self-protection (RASP),False
1205,206,C,Dynamic analysis security testing (DAST),False
1205,206,D,Static analysis security testing (SAST),True
1206,206,A,The security policy has not been reviewed within the past year.,False
1206,206,B,Security policy documents are available on a public domain website.,True
1206,206,C,Security policies are not applicable across all business units.,False
1206,206,D,End users are not required to acknowledge security policy training.,False
1207,206,A,Noncompliance with project methodology,False
1207,206,B,Inability to achieve expected benefits,True
1207,206,C,Increased staff turnover,False
1207,206,D,Project abandonment,False
1208,206,A,Server thread count,False
1208,206,B,Server uptime,False
1208,206,C,Average response time,True
1208,206,D,HTTP server error rate,False
1209,206,A,Review of monthly performance reports submitted by the vendor,False
1209,206,B,Certifications maintained by the vendor,False
1209,206,C,Regular independent assessment of the vendor,True
1209,206,D,Substantive log file review of the vendor's system,False
1210,206,A,Availability issues,False
1210,206,B,Virtual sprawl,False
1210,206,C,Single point of failure,True
1210,206,D,Lack of patches,False
1211,206,A,The tool is implemented in monitor mode rather than block mode.,True
1211,206,B,Crawlers are used to discover sensitive data.,False
1211,206,C,Deep packet inspection opens data packets in transit.,False
1211,206,D,Encryption keys are not centrally managed.,False
1212,206,A,Ensure user workstations are running the most recent version of antivirus software.,False
1212,206,B,Maintain an onboarding and annual security awareness program.,True
1212,206,C,Include security responsibilities in job descriptions and require signed acknowledgment.,False
1212,206,D,Enforce strict email security gateway controls.,False
1213,206,A,Risk assessment results are used for informed decision-making.,True
1213,206,B,All attributes of risk are evaluated by the risk owner.,False
1213,206,C,A metrics dashboard has been approved by senior management.,False
1213,206,D,The risk register is regularly updated by risk practitioners.,False
1214,206,A,The DRP was developed by the IT department.,False
1214,206,B,The DRP has not been tested during the past three years.,True
1214,206,C,The DRP has not been updated for two years.,False
1214,206,D,The DRP does not include the recovery the time objective (RTO) for a key system.,False
1215,206,A,To replace audit responsibilities,False
1215,206,B,To reduce control costs,False
1215,206,C,To promote control ownership,True
1215,206,D,To enable early detection of risks,False
1216,206,A,The IT learn customized tool settings without seeking approval from the provider.,False
1216,206,B,The overall project took longer to complete than planned.,False
1216,206,C,The data encryption setting is not enabled in the scheduling tool.,True
1216,206,D,The IT team accesses the scheduler admin panel via a generic account.,False
1217,206,A,Regulatory compliance requirements,True
1217,206,B,Data ownership assignments,False
1217,206,C,Encryption capabilities,False
1217,206,D,Customer notification procedures,False
1218,206,A,Change approval board,True
1218,206,B,Standardized change requests,False
1218,206,C,Independent third-party approval,False
1218,206,D,Secure code review,False
1219,206,A,Destruction,True
1219,206,B,Degaussing,False
1219,206,C,Cryptographic erasure,False
1219,206,D,Overwriting,False
1220,206,A,Simulating the new infrastructure before deployment,False
1220,206,B,Prototyping and a one-phase deployment,False
1220,206,C,A deployment plan based on sequenced phases,True
1220,206,D,A big bang deployment with a successful proof of concept,False
1221,206,A,Most jobs are run manually.,False
1221,206,B,Jobs are executed during working hours.,False
1221,206,C,Job dependencies are undefined.,True
1221,206,D,Job processing procedures are missing.,False
1222,206,A,allocation of IT staff.,False
1222,206,B,project management methodologies used.,False
1222,206,C,major IT initiatives.,True
1222,206,D,links to operational tactical plans.,False
1223,206,A,To help ensure hardware and operating system requirements are considered,True
1223,206,B,"To help ensure proposed contracts and service level agreements (SLAs) address key
elements",False
1223,206,C,To help ensure the project management process complies with policies and procedures,False
1223,206,D,To help ensure adequate controls to address common threats and risks are considered,False
1224,206,A,digital certificates.,False
1224,206,B,digital signatures.,True
1224,206,C,public key infrastructure (PKI).,False
1224,206,D,authentication.,False
1225,206,A,Document management's acceptance in the audit report.,True
1225,206,B,Escalate the acceptance to the board.,False
1225,206,C,Ensure a follow-up audit is on next year's plan.,False
1225,206,D,Escalate acceptance to the audit committee.,False
1226,206,A,Integrated test facility (ITF),False
1226,206,B,Snapshots,False
1226,206,C,Data analytics,True
1226,206,D,Audit hooks,False
1227,206,A,Query the database.,False
1227,206,B,Develop an integrated test facility (ITF).,False
1227,206,C,Use generalized audit software.,True
1227,206,D,Leverage a random number generator.,False
1228,206,A,Partner with the business units to evaluate IT projects.,True
1228,206,B,Review the projects to identify similarities and eliminate duplication.,False
1228,206,C,Periodically review the projects' return on investment (ROI).,False
1228,206,D,Prioritize protects based on business and IT resource availability.,False
1229,206,A,"Increased vulnerability due to anytime, anywhere accessibility",True
1229,206,B,Increased need for user awareness training,False
1229,206,C,The use of the cloud negatively impacting IT availability,False
1229,206,D,Lack of governance and oversight for IT infrastructure and applications,False
1230,206,A,IT incident log,False
1230,206,B,Benchmarking studies,False
1230,206,C,Maturity model,True
1230,206,D,IT risk register,False
1231,206,A,Require security training for vendor staff.,False
1231,206,B,Review past incidents reported by the vendor.,False
1231,206,C,Review past audits on the vendor's security compliance.,False
1231,206,D,Require a compliance clause in the vendor contract.,True
1232,206,A,Configuring reports,False
1232,206,B,Configuring rule sets,True
1232,206,C,Enabling detection points,False
1232,206,D,Establishing exceptions workflow,False
1233,206,A,"Assessing the impact of changes to individuals and business units within the
organization",False
1233,206,B,Involving key stakeholders during the development and execution phases of the project,True
1233,206,C,Ensuring that IT project managers have sign-off authority on the business case,False
1233,206,D,Quantifying the size of the software development effort required by the project,False
1234,206,A,Adverse findings from internal and external auditors,False
1234,206,B,Lack of project portfolio status oversight,False
1234,206,C,Lack of alignment of project status reports,False
1234,206,D,Inadequate decision-making and prioritization,True
1235,206,A,Integration testing results,False
1235,206,B,Sign-off from senior management,False
1235,206,C,User acceptance testing (UAT) results,True
1235,206,D,Regression testing results,False
1236,206,A,Interview IT management to clarify the current procedure.,False
1236,206,B,Report this finding to senior management.,False
1236,206,C,Review the organization's patch management policy.,True
1236,206,D,Request a plan of action to be established as a follow-up item.,False
1237,206,A,Check,False
1237,206,B,Plan,True
1237,206,C,Do,False
1237,206,D,Act,False
1238,206,A,Security requirements have not been defined.,False
1238,206,B,Conditions under which the system will operate are unclear.,False
1238,206,C,The business case does not include well-defined strategic benefits.,False
1238,206,D,System requirements and expectations have not been clarified.,True
1239,206,A,All incidents have a severity level assigned.,False
1239,206,B,All identified incidents are escalated to the CEO and the CISO.,False
1239,206,C,Incident response is within defined service level agreements (SLAs).,False
1239,206,D,The alerting tools and incident response team can detect incidents.,True
1240,206,A,Require personal devices to be reviewed by IT staff.,False
1240,206,B,Enable port security on all network switches.,False
1240,206,C,Implement a network access control system.,True
1240,206,D,Ensure the policy requires antivirus software on devices.,False
1241,206,A,Computer-assisted audit technique (CAAT),True
1241,206,B,Stratified sampling,False
1241,206,C,Statistical sampling,False
1241,206,D,Process walk-through,False
1242,206,A,Changes are promoted to production by the development group.,True
1242,206,B,Object code can be accessed by the development group.,False
1242,206,C,Developers have access to the testing environment.,False
1242,206,D,Change approvals are not formally documented.,False
1243,206,A,Minimizing the time and cost to the organization of IS audit procedures,False
1243,206,B,Involving business in the formulation of the scope statement,False
1243,206,C,Aligning the IS audit procedures with IT management priorities,False
1243,206,D,Understanding the relationship between IT and business risks,True
1244,206,A,Ensuring the latest firmware updates are applied regularly to all devices,False
1244,206,B,Validating the identity of all devices and users before granting access to resources,True
1244,206,C,Focusing on user training and awareness to prevent phishing attacks,False
1244,206,D,Implementing strong encryption protocols for data in transit and at rest,False
1245,206,A,Judgmental sampling,False
1245,206,B,Data analytics testing,False
1245,206,C,Variable sampling,False
1245,206,D,Compliance testing,True
1246,206,A,Associate a message authentication code with each file transferred.,True
1246,206,B,Ensure the files are transferred through an intrusion detection system (IDS).,False
1246,206,C,Encrypt the packets shared between peers within the environment.,False
1246,206,D,Connect the client computers in the environment to a jump server.,False
1247,206,A,Ensure participants are selected from all cross-functional units in the organization.,False
1247,206,B,"Create exercises that are challenging enough to prove inadequacies in the current
incident response plan.",False
1247,206,C,"Ensure the incident response team will have enough distractions to simulate real-life
situations.",False
1247,206,D,"Identify the scope and scenarios that are relevant to current threats faced by the
organization.",True
1248,206,A,System recovery procedures,True
1248,206,B,Stakeholder communications during a disaster,False
1248,206,C,Validation of recovered data,False
1248,206,D,Processes for maintaining currency of data,False
1249,206,A,They can be logged into and monitored from any location.,False
1249,206,B,"They prevent access to the greater environment via Transmission Control
Protocol/Internet Protocol (TCP/IP).",False
1249,206,C,They are easier to containerize with minimal impact to the rest of the environment .,True
1249,206,D,They can be wiped quickly in the event of a security breach.,False
1250,206,A,Replace the API key with time-limited tokens that grant least privilege access.,True
1250,206,B,Authorize the API key to allow read-only access by all applications.,False
1250,206,C,"Implement a process to expire the API key after a previously agreed-upon period of
time.",False
1250,206,D,Coordinate an API key rotation exercise with all impacted application owners.,False
1251,206,A,Biometric authentication for the device,False
1251,206,B,Remote data wipe program,False
1251,206,C,Encryption of the data stored on the device,True
1251,206,D,Password for device authentication,False
1252,206,A,Risk mitigation,False
1252,206,B,Risk acceptance,True
1252,206,C,Risk transference,False
1252,206,D,Risk reduction,False
1253,206,A,Review of the general IS controls followed by a review of the application controls,True
1253,206,B,Detailed examination of financial transactions followed by review of the general ledger,False
1253,206,C,Review of major financial applications followed by a review of IT governance processes,False
1253,206,D,Review of application controls followed by a test of key business process controls,False
1254,206,A,Service level agreements (SLAs),False
1254,206,B,Project steering committee charter,False
1254,206,C,IT audit reports,True
1254,206,D,Enterprise architecture (EA),False
1255,206,A,SQL injection,False
1255,206,B,Fuzzing,True
1255,206,C,Brute force,False
1255,206,D,Password spraying,False
1256,206,A,Performing preventive maintenance on old hardware,False
1256,206,B,Acquiring applications that emulate old software,False
1256,206,C,Regularly migrating data to current technology,True
1256,206,D,Periodically backing up archived data,False
1257,206,A,Utilize strong anti-malware controls on all computing devices.,False
1257,206,B,Update security policies and procedures.,False
1257,206,C,Implement an intrusion detection system (IDS).,False
1257,206,D,Implement multi-factor authentication.,True
1258,206,A,Encryption of corporate network traffic,False
1258,206,B,Complex user passwords,False
1258,206,C,End-to-end encryption,True
1258,206,D,Digital signatures,False
1259,206,A,chief financial officer (CFO).,False
1259,206,B,chief risk officer (CRO).,False
1259,206,C,IT steering committee.,True
1259,206,D,IT operations manager.,False
1260,206,A,"Increase the defined processing threshold to reflect capacity consumption during normal
operations.",False
1260,206,B,Notify end users of potential disruptions caused by degradation of servers.,False
1260,206,C,Terminate both ingress and egress connections of these servers to avoid overload.,False
1260,206,D,"Validate the processing capacity of these servers is adequate to complete computing

tasks.",True
1261,206,A,User authorization procedures for application access are well established.,False
1261,206,B,User-prepared detailed test criteria for acceptance testing of the software.,False
1261,206,C,Adequate testing was carried out by the development team.,False
1261,206,D,Access to production source and object programs is well controlled.,True
1262,206,A,Managing privileged access to databases servers and infrastructure,False
1262,206,B,Identifying vulnerabilities in configuration settings,False
1262,206,C,Deploying a configuration change to the sandbox environment,False
1262,206,D,Identifying other configuration items that will be impacted by a given change,True
1263,206,A,Define key performance indicators (KPIs) for IT.,False
1263,206,B,Modify IT initiatives that do not map to business strategies.,False
1263,206,C,Reassess the return on investment (ROI) for the IT initiatives.,False
1263,206,D,Reassess IT initiatives that do not map to business strategies.,True
1264,206,A,IT operations manager,False
1264,206,B,Data owner,True
1264,206,C,Database administrator (DBA),False
1264,206,D,Information security manager,False
1265,206,A,Ownership of the system quality management plan,False
1265,206,B,Utilization of standards in the system development processes and procedures,True
1265,206,C,Validation that system development processes adhere to quality standards,False
1265,206,D,Definition of quality attributes to be associated with the system,False
1266,206,A,Route the traffic from the sensor system through a proxy server.,False
1266,206,B,Hash the data that is transmitted from the sensor system.,True
1266,206,C,Implement network address translation on the sensor system.,False
1266,206,D,Transmit the sensor data via a virtual private network (VPN) to the server.,False
1267,206,A,Restricting access to DBA activities,False
1267,206,B,Performing periodic access reviews,False
1267,206,C,Storing logs of database access,False
1267,206,D,Reviewing activity logs of the DBA,True
1268,206,A,The encryption keys are not kept under dual control.,False
1268,206,B,The cloud vendor does not have multi-regional presence.,False
1268,206,C,Symmetric keys are used for encryption.,False
1268,206,D,Data encryption keys are accessible to the service provider.,True
1269,206,A,Increase involvement of senior management in IT.,False
1269,206,B,Optimize investments in IT.,True
1269,206,C,Create risk awareness across business units.,False
1269,206,D,Monitor the effectiveness of IT.,False
1270,206,A,Data Encryption Standard (DES),False
1270,206,B,Advanced Encryption Standard (AES),False
1270,206,C,Public Key Infrastructure (PKI),True
1270,206,D,Virtual Private Network (VPN),False
1271,206,A,Review the decision-making logic built into the system.,True
1271,206,B,Interview the system owner.,False
1271,206,C,Understand the purpose and functionality of the system.,False
1271,206,D,Verify system adherence to corporate policy.,False
1272,206,A,Implementer,False
1272,206,B,Facilitator,True
1272,206,C,Approver,False
1272,206,D,Reviewer,False
1273,206,A,Using a continuous auditing module,True
1273,206,B,Interviewing business management,False
1273,206,C,Confirming accounts,False
1273,206,D,Reviewing program documentation,False
1274,206,A,Predicting an attack before it occurs,False
1274,206,B,Alerting when a scheduled backup job fails,False
1274,206,C,Blocking malicious network traffic,False
1274,206,D,Warning when executable programs are modified,True
1275,206,A,Request an immediate backup be performed.,False
1275,206,B,Expand the audit scope.,False
1275,206,C,Identify the root cause.,True
1275,206,D,Include the observation in the report.,False
1276,206,A,The person who tests source code also approves changes.,False
1276,206,B,The person who administers servers is also part of the infrastructure management team.,False
1276,206,C,The person who creates new user accounts also modifies user access levels.,False
1276,206,D,The person who edits source code also has write access to production.,True
1277,206,A,Session hijacking,False
1277,206,B,Eavesdropping,True
1277,206,C,Piggybacking,False
1277,206,D,Phishing attacks,False
1278,206,A,Estimated cost and time,False
1278,206,B,Level of risk reduction,False
1278,206,C,Expected business value,True
1278,206,D,Available resources,False
1279,206,A,Perform a root cause analysis.,False
1279,206,B,Document all steps taken in a written report.,False
1279,206,C,Isolate the affected system.,False
1279,206,D,Invoke the incident response plan.,True
1280,206,A,Risk management,False
1280,206,B,Business management,True
1280,206,C,IT manager,False
1280,206,D,Internal auditor,False
1281,206,A,A decommissioned legacy application,False
1281,206,B,An onsite application that is unsupported,False
1281,206,C,An outsourced accounting application,True
1281,206,D,An internally developed application,False
1282,206,A,Focus on limiting the damage.,True
1282,206,B,Remove and restore the affected systems.,False
1282,206,C,Verify that the compromised systems are fully functional.,False
1282,206,D,Document the incident.,False
1283,206,A,Conduct a business impact analysis (BIA),False
1283,206,B,Perform penetration testing,False
1283,206,C,identify project delays,False
1283,206,D,Verify user access controls,True
1284,206,A,RAID level 5 storage devices,False
1284,206,B,A mirrored site at another location,True
1284,206,C,Online backups,False
1284,206,D,Clustered architecture,False
1285,206,A,Integration testing,True
1285,206,B,Parallel testing,False
1285,206,C,Sociability testing,False
1285,206,D,User acceptance testing (UAT),False
1286,206,A,Error log review,False
